date	Open	Closed
2021-03-16	214	293
2021-03-17	214	293
2021-03-18	214	293
2021-03-19	214	293
2021-03-20	215	293
2021-03-21	215	293
2021-03-22	215	293
2021-03-23	215	293
2021-03-24	215	293
2021-03-25	215	293
2021-03-26	215	293
2021-03-27	215	293
2021-03-28	215	293
2021-03-29	215	293
2021-03-30	215	293
2021-03-31	215	293
2021-04-01	215	293
2021-04-02	215	293
2021-04-03	215	293
2021-04-04	214	294
2021-04-05	214	294
2021-04-06	215	294
2021-04-07	215	294
2021-04-08	216	294
2021-04-09	216	294
2021-04-10	215	295
2021-04-11	215	295
2021-04-12	215	296
2021-04-13	214	297
2021-04-14	214	297
2021-04-15	213	298
2021-04-16	213	298
2021-04-17	213	298
2021-04-18	213	298
2021-04-19	213	298
2021-04-20	212	300
2021-04-21	210	302
2021-04-22	210	302
2021-04-23	210	302
2021-04-24	210	302
2021-04-25	210	302
2021-04-26	210	302
2021-04-27	210	302
2021-04-28	219	302
2021-04-29	219	302
2021-04-30	219	302
2021-05-01	219	302
2021-05-02	224	302
2021-05-03	221	305
2021-05-04	221	305
2021-05-05	222	305
2021-05-06	223	305
2021-05-07	224	305
2021-05-08	225	305
2021-05-09	225	305
2021-05-10	226	305
2021-05-11	226	305
2021-05-12	226	305
2021-05-13	226	305
2021-05-14	227	305
2021-05-15	227	305
2021-05-16	228	305
2021-05-17	228	305
2021-05-18	229	305
2021-05-19	231	305
2021-05-20	231	305
2021-05-21	232	305
2021-05-22	232	305
2021-05-23	233	305
2021-05-24	233	305
2021-05-25	232	306
2021-05-26	234	306
2021-05-27	234	306
2021-05-28	234	306
2021-05-29	234	306
2021-05-30	234	306
2021-05-31	237	306
2021-06-01	238	306
2021-06-02	238	306
2021-06-03	238	306
2021-06-04	238	306
2021-06-05	238	306
2021-06-06	238	306
2021-06-07	239	306
2021-06-08	239	306
2021-06-09	239	306
2021-06-10	239	306
2021-06-11	240	306
2021-06-12	240	306
2021-06-13	240	306
2021-06-14	240	306
2021-06-15	241	306
2021-06-16	242	306
2021-06-17	242	306
2021-06-18	242	306
2021-06-19	242	306
2021-06-20	240	308
2021-06-21	240	308
2021-06-22	240	308
2021-06-23	240	308
2021-06-24	237	311
2021-06-25	237	311
2021-06-26	237	311
2021-06-27	237	311
2021-06-28	238	311
2021-06-29	235	316
2021-06-30	236	316
2021-07-01	236	316
2021-07-02	236	316
2021-07-03	240	317
2021-07-04	238	319
2021-07-05	238	319
2021-07-06	238	319
2021-07-07	238	319
2021-07-08	237	320
2021-07-09	237	320
2021-07-10	237	320
2021-07-11	237	320
2021-07-12	237	320
2021-07-13	237	320
2021-07-14	237	320
2021-07-15	238	320
2021-07-16	238	320
2021-07-17	239	320
2021-07-18	239	320
2021-07-19	239	320
2021-07-20	240	320
2021-07-21	240	320
2021-07-22	240	320
2021-07-23	240	320
2021-07-24	240	320
2021-07-25	239	321
2021-07-26	239	321
2021-07-27	239	321
2021-07-28	240	321
2021-07-29	241	321
2021-07-30	241	321
2021-07-31	241	321
2021-08-01	241	321
2021-08-02	241	321
2021-08-03	241	321
2021-08-04	241	321
2021-08-05	241	321
2021-08-06	243	321
2021-08-07	244	321
2021-08-08	239	328
2021-08-09	239	328
2021-08-10	239	328
2021-08-11	239	328
2021-08-12	240	328
2021-08-13	240	328
2021-08-14	240	328
2021-08-15	240	328
2021-08-16	240	328
2021-08-17	240	328
2021-08-18	240	328
2021-08-19	240	328
2021-08-20	240	328
2021-08-21	240	328
2021-08-22	240	328
2021-08-23	240	328
2021-08-24	240	328
2021-08-25	240	328
2021-08-26	240	328
2021-08-27	240	328
2021-08-28	240	328
2021-08-29	240	328
2021-08-30	240	328
2021-08-31	240	328
2021-09-01	240	328
2021-09-02	240	328
2021-09-03	240	328
2021-09-04	240	328
2021-09-05	240	328
2021-09-06	240	328
2021-09-07	241	328
2021-09-08	241	328
2021-09-09	241	328
2021-09-10	241	328
2021-09-11	240	329
2021-09-12	240	329
2021-09-13	242	329
2021-09-14	242	329
2021-09-15	242	329
2021-09-16	243	329
2021-09-17	243	329
2021-09-18	244	329
2021-09-19	244	329
2021-09-20	244	329
2021-09-21	244	329
2021-09-22	244	329
2021-09-23	244	329
2021-09-24	244	329
2021-09-25	244	329
2021-09-26	244	329
2021-09-27	244	329
2021-09-28	244	329
2021-09-29	243	330
2021-09-30	244	330
2021-10-01	244	330
2021-10-02	245	330
2021-10-03	245	330
2021-10-04	246	330
2021-10-05	246	330
2021-10-06	246	330
2021-10-07	246	330
2021-10-08	248	330
2021-10-09	248	330
2021-10-10	248	330
2021-10-11	249	330
2021-10-12	250	330
2021-10-13	250	330
2021-10-14	250	330
2021-10-15	248	332
2021-10-16	248	332
2021-10-17	248	332
2021-10-18	248	332
2021-10-19	237	345
2021-10-20	237	345
2021-10-21	237	345
2021-10-22	238	345
2021-10-23	238	345
2021-10-24	238	345
2021-10-25	238	345
2021-10-26	238	345
2021-10-27	238	345
2021-10-28	237	346
2021-10-29	237	346
2021-10-30	236	347
2021-10-31	236	347
2021-11-01	236	347
2021-11-02	236	348
2021-11-03	236	348
2021-11-04	236	348
2021-11-05	236	348
2021-11-06	235	349
2021-11-07	234	350
2021-11-08	235	350
2021-11-09	235	350
2021-11-10	235	350
2021-11-11	235	350
2021-11-12	235	350
2021-11-13	235	350
2021-11-14	235	350
2021-11-15	235	350
2021-11-16	235	350
2021-11-17	235	350
2021-11-18	235	350
2021-11-19	235	350
2021-11-20	235	350
2021-11-21	235	350
2021-11-22	236	350
2021-11-23	236	350
2021-11-24	236	350
2021-11-25	237	350
2021-11-26	237	350
2021-11-27	237	350
2021-11-28	237	350
2021-11-29	238	350
2021-11-30	238	350
2021-12-01	238	350
2021-12-02	238	350
2021-12-03	238	350
2021-12-04	238	350
2021-12-05	238	350
2021-12-06	238	350
2021-12-07	238	350
2021-12-08	238	350
2021-12-09	238	350
2021-12-10	238	350
2021-12-11	239	350
2021-12-12	239	350
2021-12-13	239	350
2021-12-14	239	351
2021-12-15	242	352
2021-12-16	243	352
2021-12-17	244	352
2021-12-18	244	352
2021-12-19	244	352
2021-12-20	243	353
2021-12-21	244	353
2021-12-22	245	353
2021-12-23	245	353
2021-12-24	245	353
2021-12-25	245	353
2021-12-26	245	353
2021-12-27	245	353
2021-12-28	245	353
2021-12-29	244	354
2021-12-30	244	354
2021-12-31	244	354
2022-01-01	244	354
2022-01-02	245	354
2022-01-03	244	355
2022-01-04	244	355
2022-01-05	245	355
2022-01-06	245	355
2022-01-07	245	355
2022-01-08	245	355
2022-01-09	245	355
2022-01-10	245	355
2022-01-11	245	355
2022-01-12	245	355
2022-01-13	245	355
2022-01-14	245	355
2022-01-15	245	355
2022-01-16	245	355
2022-01-17	244	356
2022-01-18	244	356
2022-01-19	244	356
2022-01-20	244	356
2022-01-21	242	358
2022-01-22	242	358
2022-01-23	242	358
2022-01-24	242	358
2022-01-25	243	358
2022-01-26	243	358
2022-01-27	243	358
2022-01-28	243	358
2022-01-29	243	358
2022-01-30	243	358
2022-01-31	243	358
2022-02-01	243	358
2022-02-02	243	358
2022-02-03	244	358
2022-02-04	244	358
2022-02-05	244	358
2022-02-06	224	378
2022-02-07	224	380
2022-02-08	225	380
2022-02-09	225	380
2022-02-10	226	380
2022-02-11	226	380
2022-02-12	226	380
2022-02-13	227	380
2022-02-14	227	380
2022-02-15	228	380
2022-02-16	228	380
2022-02-17	228	380
2022-02-18	228	380
2022-02-19	229	380
2022-02-20	229	380
2022-02-21	230	380
2022-02-22	231	380
2022-02-23	231	380
2022-02-24	231	380
2022-02-25	231	380
2022-02-26	231	380
2022-02-27	231	380
2022-02-28	231	380
2022-03-01	231	380
2022-03-02	231	380
2022-03-03	231	380
2022-03-04	231	380
2022-03-05	231	380
2022-03-06	231	380
2022-03-07	231	380
2022-03-08	231	380
2022-03-09	231	380
2022-03-10	231	380
2022-03-11	231	380
2022-03-12	231	380
2022-03-13	231	380
2022-03-14	231	380
2022-03-15	232	380
2022-03-16	231	381
2022-03-17	230	382
2022-03-18	230	382
2022-03-19	230	382
2022-03-20	230	382
2022-03-21	229	383
2022-03-22	230	383
2022-03-23	230	383
2022-03-24	229	384
2022-03-25	229	384
2022-03-26	229	384
2022-03-27	229	384
2022-03-28	229	384
2022-03-29	229	384
2022-03-30	230	384
2022-03-31	230	384
2022-04-01	230	384
2022-04-02	230	384
2022-04-03	230	384
2022-04-04	230	384
2022-04-05	230	384
2022-04-06	230	384
2022-04-07	230	384
2022-04-08	230	384
2022-04-09	230	384
2022-04-10	230	384
2022-04-11	231	384
2022-04-12	231	384
2022-04-13	231	384
2022-04-14	231	384
2022-04-15	231	384
2022-04-16	231	384
2022-04-17	231	384
2022-04-18	231	384
2022-04-19	231	384
2022-04-20	231	384
2022-04-21	231	384
2022-04-22	231	384
2022-04-23	231	384
2022-04-24	231	384
2022-04-25	231	384
2022-04-26	231	384
2022-04-27	232	384
2022-04-28	232	384
2022-04-29	232	384
2022-04-30	232	384
2022-05-01	232	384
2022-05-02	232	384
2022-05-03	231	385
2022-05-04	231	385
2022-05-05	231	385
2022-05-06	231	385
2022-05-07	231	385
2022-05-08	231	385
2022-05-09	230	386
2022-05-10	230	386
2022-05-11	230	386
2022-05-12	230	386
2022-05-13	231	386
2022-05-14	231	386
2022-05-15	231	386
2022-05-16	231	386
2022-05-17	231	386
2022-05-18	231	386
2022-05-19	231	386
2022-05-20	231	386
2022-05-21	231	386
2022-05-22	231	386
2022-05-23	231	386
2022-05-24	231	386
2022-05-25	231	386
2022-05-26	231	386
2022-05-27	231	386
2022-05-28	231	386
2022-05-29	231	386
2022-05-30	231	386
2022-05-31	231	386
2022-06-01	231	386
2022-06-02	231	386
2022-06-03	231	386
2022-06-04	232	386
2022-06-05	232	386
2022-06-06	232	386
2022-06-07	232	387
2022-06-08	232	387
2022-06-09	232	387
2022-06-10	232	387
2022-06-11	232	387
2022-06-12	232	387
2022-06-13	232	387
2022-06-14	232	387
2022-06-15	232	387
2022-06-16	232	387
2022-06-17	232	387
2022-06-18	232	387
2022-06-19	232	387
2022-06-20	232	387
2022-06-21	230	390
2022-06-22	230	390
2022-06-23	230	390
2022-06-24	230	390
2022-06-25	230	390
2022-06-26	230	390
2022-06-27	231	390
2022-06-28	231	390
2022-06-29	231	390
2022-06-30	231	390
2022-07-01	231	390
2022-07-02	231	390
2022-07-03	231	390
2022-07-04	230	391
2022-07-05	230	391
2022-07-06	230	391
2022-07-07	230	391
2022-07-08	230	391
2022-07-09	230	391
2022-07-10	231	391
2022-07-11	231	391
2022-07-12	231	391
2022-07-13	231	391
2022-07-14	231	391
2022-07-15	231	391
2022-07-16	231	391
2022-07-17	231	391
2022-07-18	231	391
2022-07-19	231	391
2022-07-20	231	391
2022-07-21	231	391
2022-07-22	232	391
2022-07-23	232	391
2022-07-24	232	391
2022-07-25	232	391
2022-07-26	232	391
2022-07-27	232	391
2022-07-28	232	391
2022-07-29	232	391
2022-07-30	232	391
2022-07-31	232	392
2022-08-01	232	392
2022-08-02	232	392
2022-08-03	232	392
2022-08-04	232	392
2022-08-05	232	392
2022-08-06	232	392
2022-08-07	231	393
2022-08-08	231	393
2022-08-09	231	393
2022-08-10	231	393
2022-08-11	231	393
2022-08-12	232	393
2022-08-13	233	393
2022-08-14	233	393
2022-08-15	235	393
2022-08-16	235	393
2022-08-17	236	393
2022-08-18	236	393
2022-08-19	236	393
2022-08-20	236	393
2022-08-21	236	393
2022-08-22	235	394
2022-08-23	236	394
2022-08-24	236	394
2022-08-25	236	394
2022-08-26	236	394
2022-08-27	237	394
2022-08-28	234	397
2022-08-29	235	397
2022-08-30	235	397
2022-08-31	235	397
2022-09-01	235	397
2022-09-02	235	397
2022-09-03	236	397
2022-09-04	237	397
2022-09-05	237	397
2022-09-06	238	397
2022-09-07	238	397
2022-09-08	238	397
2022-09-09	238	397
2022-09-10	239	397
2022-09-11	238	398
2022-09-12	237	399
2022-09-13	237	399
2022-09-14	237	399
2022-09-15	237	399
2022-09-16	237	399
2022-09-17	237	399
2022-09-18	237	399
2022-09-19	237	399
2022-09-20	239	399
2022-09-21	239	399
2022-09-22	239	399
2022-09-23	238	400
2022-09-24	238	400
2022-09-25	238	400
2022-09-26	238	400
2022-09-27	238	400
2022-09-28	238	400
2022-09-29	238	400
2022-09-30	238	400
2022-10-01	238	400
2022-10-02	238	400
2022-10-03	238	400
2022-10-04	238	400
2022-10-05	238	400
2022-10-06	238	400
2022-10-07	238	400
2022-10-08	238	400
2022-10-09	238	400
2022-10-10	238	400
2022-10-11	238	400
2022-10-12	238	400
2022-10-13	238	400
2022-10-14	238	400
2022-10-15	238	400
2022-10-16	238	400
2022-10-17	241	400
2022-10-18	241	400
2022-10-19	241	400
2022-10-20	241	400
2022-10-21	242	400
2022-10-22	242	400
2022-10-23	242	400
2022-10-24	242	401
2022-10-25	242	401
2022-10-26	242	401
2022-10-27	242	401
2022-10-28	242	401
2022-10-29	242	401
2022-10-30	242	401
2022-10-31	242	401
2022-11-01	242	401
2022-11-02	242	401
2022-11-03	232	411
2022-11-04	232	411
2022-11-05	232	411
2022-11-06	232	411
2022-11-07	232	411
2022-11-08	232	411
2022-11-09	232	411
2022-11-10	232	411
2022-11-11	232	411
2022-11-12	232	411
2022-11-13	232	411
2022-11-14	232	411
2022-11-15	232	411
2022-11-16	232	411
2022-11-17	232	411
2022-11-18	232	411
2022-11-19	233	411
2022-11-20	233	411
2022-11-21	232	412
2022-11-22	234	412
2022-11-23	254	412
2022-11-24	257	415
2022-11-25	257	415
2022-11-26	253	419
2022-11-27	253	419
2022-11-28	253	419
2022-11-29	253	419
2022-11-30	254	419
2022-12-01	255	420
2022-12-02	255	420
2022-12-03	255	421
2022-12-04	255	421
2022-12-05	259	421
2022-12-06	260	421
2022-12-07	261	421
2022-12-08	260	422
2022-12-09	260	422
2022-12-10	260	422
2022-12-11	260	422
2022-12-12	260	423
2022-12-13	260	423
2022-12-14	260	423
2022-12-15	260	423
2022-12-16	259	424
2022-12-17	259	424
2022-12-18	260	424
2022-12-19	259	425
2022-12-20	259	425
2022-12-21	259	425
2022-12-22	259	425
2022-12-23	260	425
2022-12-24	260	425
2022-12-25	260	425
2022-12-26	260	425
2022-12-27	261	425
2022-12-28	263	425
2022-12-29	263	425
2022-12-30	263	425
2022-12-31	263	425
2023-01-01	262	426
2023-01-02	262	426
2023-01-03	261	427
2023-01-04	262	427
2023-01-05	262	427
2023-01-06	262	427
2023-01-07	262	427
2023-01-08	262	427
2023-01-09	262	427
2023-01-10	262	427
2023-01-11	263	428
2023-01-12	264	428
2023-01-13	264	428
2023-01-14	264	428
2023-01-15	264	428
2023-01-16	264	428
2023-01-17	264	429
2023-01-18	266	429
2023-01-19	265	430
2023-01-20	265	430
2023-01-21	268	430
2023-01-22	268	430
2023-01-23	266	432
2023-01-24	266	432
2023-01-25	265	433
2023-01-26	265	433
2023-01-27	265	433
2023-01-28	265	433
2023-01-29	265	433
2023-01-30	265	433
2023-01-31	265	433
2023-02-01	266	433
2023-02-02	266	433
2023-02-03	266	433
2023-02-04	266	433
2023-02-05	266	433
2023-02-06	266	433
2023-02-07	266	433
2023-02-08	266	433
2023-02-09	266	433
2023-02-10	266	433
2023-02-11	266	433
2023-02-12	266	433
2023-02-13	266	433
2023-02-14	266	433
2023-02-15	266	433
2023-02-16	266	433
2023-02-17	266	433
2023-02-18	266	433
2023-02-19	266	433
2023-02-20	266	433
2023-02-21	266	433
2023-02-22	266	433
2023-02-23	266	433
2023-02-24	265	434
2023-02-25	265	434
2023-02-26	265	434
2023-02-27	265	434
2023-02-28	265	434
2023-03-01	265	434
2023-03-02	265	434
2023-03-03	265	434
2023-03-04	265	434
2023-03-05	265	434
2023-03-06	265	434
2023-03-07	265	434
2023-03-08	265	434
2023-03-09	265	434
2023-03-10	265	434
2023-03-11	265	434
2023-03-12	266	434
2023-03-13	266	434
2023-03-14	266	434
2023-03-15	266	434
2023-03-16	266	434
2023-03-17	266	434
2023-03-18	267	434
2023-03-19	267	434
2023-03-20	267	434
2023-03-21	267	434
2023-03-22	267	434
2023-03-23	267	434
2023-03-24	267	434
2023-03-25	267	435
2023-03-26	268	435
2023-03-27	268	435
2023-03-28	268	435
2023-03-29	268	435
2023-03-30	268	435
2023-03-31	269	435
2023-04-01	270	435
2023-04-02	270	435
2023-04-03	270	435
2023-04-04	270	435
2023-04-05	270	435
2023-04-06	270	435
2023-04-07	270	435
2023-04-08	270	435
2023-04-09	270	435
2023-04-10	270	435
2023-04-11	270	435
2023-04-12	270	435
2023-04-13	270	435
2023-04-14	270	435
2023-04-15	270	435
2023-04-16	270	435
2023-04-17	270	435
2023-04-18	270	435
2023-04-19	270	435
2023-04-20	270	435
2023-04-21	270	435
2023-04-22	270	435
2023-04-23	270	435
2023-04-24	270	435
2023-04-25	270	435
2023-04-26	270	435
2023-04-27	270	435
2023-04-28	270	435
2023-04-29	270	435
2023-04-30	271	435
2023-05-01	271	435
2023-05-02	271	435
2023-05-03	270	436
2023-05-04	270	436
2023-05-05	270	436
2023-05-06	270	436
2023-05-07	270	436
2023-05-08	270	436
2023-05-09	270	436
2023-05-10	270	436
2023-05-11	270	436
2023-05-12	270	436
2023-05-13	270	436
2023-05-14	270	436
2023-05-15	271	436
2023-05-16	271	436
2023-05-17	271	436
2023-05-18	271	436
2023-05-19	271	436
2023-05-20	271	436
2023-05-21	272	436
2023-05-22	272	436
2023-05-23	272	436
2023-05-24	272	436
2023-05-25	272	436
2023-05-26	272	436
2023-05-27	272	436
2023-05-28	272	436
2023-05-29	272	436
2023-05-30	272	436
2023-05-31	272	436
2023-06-01	272	436
2023-06-02	272	436
2023-06-03	272	436
2023-06-04	272	436
2023-06-05	272	436
2023-06-06	272	436
2023-06-07	272	436
2023-06-08	272	436
2023-06-09	272	436
2023-06-10	272	436
2023-06-11	272	436
2023-06-12	272	436
2023-06-13	270	438
2023-06-14	270	438
2023-06-15	270	438
2023-06-16	270	438
2023-06-17	270	438
2023-06-18	270	438
2023-06-19	270	438
2023-06-20	270	438
2023-06-21	270	438
2023-06-22	270	438
2023-06-23	270	438
2023-06-24	270	438
2023-06-25	270	438
2023-06-26	270	438
2023-06-27	270	438
2023-06-28	270	438
2023-06-29	270	438
2023-06-30	270	438
2023-07-01	270	438
2023-07-02	270	438
2023-07-03	270	438
2023-07-04	270	438
2023-07-05	270	438
2023-07-06	270	438
2023-07-07	270	438
2023-07-08	270	438
2023-07-09	270	438
2023-07-10	270	438
2023-07-11	270	438
2023-07-12	270	438
2023-07-13	270	438
2023-07-14	270	438
2023-07-15	270	438
2023-07-16	270	438
2023-07-17	270	438
2023-07-18	270	438
2023-07-19	270	438
2023-07-20	270	438
2023-07-21	270	438
2023-07-22	270	438
2023-07-23	270	438
2023-07-24	270	438
2023-07-25	270	438
2023-07-26	270	438
2023-07-27	270	438
2023-07-28	270	438
2023-07-29	270	438
2023-07-30	270	438
2023-07-31	270	438
2023-08-01	270	438
2023-08-02	270	438
2023-08-03	270	438
2023-08-04	270	438
2023-08-05	270	438
2023-08-06	270	438
2023-08-07	271	438
2023-08-08	271	438
2023-08-09	271	438
2023-08-10	271	438
2023-08-11	271	438
2023-08-12	271	438
2023-08-13	271	438
2023-08-14	271	438
2023-08-15	271	438
2023-08-16	271	438
2023-08-17	271	438
2023-08-18	271	438
2023-08-19	271	438
2023-08-20	271	438
2023-08-21	271	438
2023-08-22	271	438
2023-08-23	271	438
2023-08-24	270	439
2023-08-25	269	440
2023-08-26	269	440
2023-08-27	269	440
2023-08-28	267	442
2023-08-29	267	442
2023-08-30	267	442
2023-08-31	264	445
2023-09-01	264	445
2023-09-02	264	445
2023-09-03	264	445
2023-09-04	264	445
2023-09-05	264	445
2023-09-06	264	445
2023-09-07	264	445
2023-09-08	265	445
2023-09-09	265	445
2023-09-10	265	445
2023-09-11	265	445
2023-09-12	265	445
2023-09-13	265	445
2023-09-14	265	445
2023-09-15	265	445
2023-09-16	265	445
2023-09-17	265	445
2023-09-18	265	445
2023-09-19	265	445
2023-09-20	265	445
2023-09-21	265	445
2023-09-22	265	445
2023-09-23	266	445
2023-09-24	266	445
2023-09-25	266	445
2023-09-26	266	445
2023-09-27	266	445
2023-09-28	266	445
2023-09-29	266	445
2023-09-30	266	445
2023-10-01	266	445
2023-10-02	266	445
2023-10-03	266	445
2023-10-04	266	445
2023-10-05	266	445
2023-10-06	266	445
2023-10-07	266	445
2023-10-08	266	445
2023-10-09	266	445
2023-10-10	266	445
2023-10-11	266	445
2023-10-12	266	445
2023-10-13	266	445
2023-10-14	266	445
2023-10-15	266	445
2023-10-16	266	445
2023-10-17	266	445
2023-10-18	266	445
2023-10-19	266	445
2023-10-20	266	445
2023-10-21	266	445
2023-10-22	266	445
2023-10-23	266	445
2023-10-24	266	445
2023-10-25	266	445
2023-10-26	266	445
2023-10-27	266	445
2023-10-28	266	445
2023-10-29	266	445
2023-10-30	264	447
2023-10-31	264	447
2023-11-01	264	447
2023-11-02	264	447
2023-11-03	263	448
2023-11-04	263	448
2023-11-05	263	448
2023-11-06	263	448
2023-11-07	263	448
2023-11-08	263	448
2023-11-09	263	448
2023-11-10	263	448
2023-11-11	263	448
2023-11-12	264	448
2023-11-13	263	449
2023-11-14	263	449
2023-11-15	263	449
2023-11-16	263	449
2023-11-17	263	449
2023-11-18	263	449
2023-11-19	264	449
2023-11-20	264	449
2023-11-21	264	449
2023-11-22	264	449
2023-11-23	264	449
2023-11-24	264	449
2023-11-25	264	449
2023-11-26	265	449
2023-11-27	265	449
2023-11-28	265	449
2023-11-29	264	450
2023-11-30	264	450
2023-12-01	264	450
2023-12-02	264	450
2023-12-03	264	450
2023-12-04	264	450
2023-12-05	264	450
2023-12-06	264	450
2023-12-07	264	450
2023-12-08	264	450
2023-12-09	264	450
2023-12-10	264	450
2023-12-11	264	450
2023-12-12	264	450
2023-12-13	264	450
2023-12-14	264	450
2023-12-15	264	450
2023-12-16	265	450
2023-12-17	265	450
2023-12-18	265	450
2023-12-19	265	450
2023-12-20	265	450
2023-12-21	265	450
2023-12-22	265	450
2023-12-23	265	450
2023-12-24	265	450
2023-12-25	265	450
2023-12-26	265	450
2023-12-27	265	450
2023-12-28	265	450
2023-12-29	265	450
2023-12-30	265	450
2023-12-31	265	450
2024-01-01	265	450
2024-01-02	265	450
2024-01-03	265	450
2024-01-04	265	450
2024-01-05	265	450
2024-01-06	265	450
2024-01-07	265	450
2024-01-08	265	450
2024-01-09	265	450
2024-01-10	265	450
2024-01-11	269	450
2024-01-12	269	450
2024-01-13	269	450
2024-01-14	269	450
2024-01-15	269	450
2024-01-16	269	450
2024-01-17	270	450
2024-01-18	268	452
2024-01-19	268	452
